Item Id,Item Name,Price,Sales,Shop Name,Commission Rate,Commission,Product Link,Offer Link
46464339754,AUKEY PA-TA13 45W Globe Reel 4-Port GaN Universal Fast Charging Travel Adapter w Retractable Type C Cable,189.00,0,Aukey Official Store,5%,RM9.45,https://shopee.com.my/product/28077173/46464339754,https://s.shopee.com.my/4Vc7uiLMO1
12270875574,Gift Wrapping Service,19.00,91,Aukey Official Store,4%,RM0.76,https://shopee.com.my/product/28077173/12270875574,https://s.shopee.com.my/40frJnNGOw
25470988134,AUKEY CB-TCC241 HyperLink 240W USB4 Gen 2 USB C Cable High Speed Charging With 8K/60Hz VDO Output,99.00,100,Aukey Official Store,5%,RM4.95,https://shopee.com.my/product/28077173/25470988134,https://s.shopee.com.my/4AzHW6Md3z
40361855484,Aukey Charging Station Combo (32/45W) Adapter + 2M C to Lightning Cable,109.00,28,Aukey Official Store,5%,RM5.45,https://shopee.com.my/product/28077173/40361855484,https://s.shopee.com.my/50YOVdJSNA
40777163329,AUKEY UH-CUH02 OfficeDok 6-in-1 USB-C Hub,159.00,13,Aukey Official Store,3%,RM4.77,https://shopee.com.my/product/28077173/40777163329,https://s.shopee.com.my/5ArohwIp2D
40683448523,AUKEY UH-CUH07 OfficeDok 7-in-1 Lite USB Hub Adapter,119.00,0,Aukey Official Store,3%,RM3.57,https://shopee.com.my/product/28077173/40683448523,https://s.shopee.com.my/4fvY71Kj38
29458741793,Aukey Air Essence AP-HE01 HEPA Air Purifier H13 99.995% Magnetic Aromatherapy Box,59.00,23,Aukey Official Store,3%,RM1.77,https://shopee.com.my/product/28077173/29458741793,https://s.shopee.com.my/4qEyJKK5iB
28827510594,Free Gift [Not For Sale],999.00,13,Aukey Official Store,4%,RM39.96,https://shopee.com.my/product/28077173/28827510594,https://s.shopee.com.my/30nK7xR4Qq
25786216091,Aukey EP-B1 Bluetooth True Wireless Earbuds with Adaptive Hybrid ANC,209.00,89,Aukey Official Store,4%,RM8.36,https://shopee.com.my/product/28077173/25786216091,https://s.shopee.com.my/3B6kKGQR5t
17201420765,RD-870S Cinex S Lite Full HD 1080P Android Build in LED Projector with Support Phone Mirroring HDMI,1.1k,349,Aukey Official Store,3%,RM32.94,https://shopee.com.my/product/28077173/17201420765,https://s.shopee.com.my/2gATjLSL6o
14951971203,Aukey CB-V4 1080P HD HDMI Male To VGA Female Adapter,39.00,62,Aukey Official Store,4%,RM1.56,https://shopee.com.my/product/28077173/14951971203,https://s.shopee.com.my/2qTtveRhlr
46265809256,AUKEY UH-CUH06 OfficeDok 5-in-1 Lite USB Hub Adapter,89.00,0,Aukey Official Store,3%,RM2.67,https://shopee.com.my/product/28077173/46265809256,https://s.shopee.com.my/3g30vBOX52
